OG0005040|DMEL|Drosophila_melanogaster_DME|NP_650776.1	PTHR13007:SF19	PRE-MRNA-SPLICING FACTOR 18	3.4e-116	388.9	1-337
OG0000923|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_024365-T1	PTHR24056:SF126	CYCLIN-DEPENDENT KINASE 12	6.6e-210	699.6	196-827
OG0003950|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_026561-T1	PTHR15749:SF4	FANCONI-ASSOCIATED NUCLEASE 1	2.7e-195	651.5	15-853
OG0002251|DMEL|Drosophila_melanogaster_DME|NP_001259685.1	PTHR11476:SF8	HISTIDINE--TRNA LIGASE, CYTOPLASMIC	1.3e-222	740.3	51-551
OG0006941|HSAP|Homo_sapiens_HSA|NP_001273668.1	PTHR10677:SF25	UBIQUITIN-LIKE PROTEIN 7	1.5e-159	531.9	3-377
OG0002630|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_011947-T1	PTHR10943	26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT	0	1011.3	5-992
OG0004523|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_039552-T1	PTHR12703:SF4	TRANSMEMBRANE PROTEIN 33	1.1e-71	241.6	36-265
OG0002541|HSAP|Homo_sapiens_HSA|NP_001295185.1	PTHR10794:SF50	PHOSPHOLIPASE ABHD3	1.8e-217	722.5	15-355
OG0001439|DMEL|Drosophila_melanogaster_DME|NP_001263008.1	PTHR24419:SF33	SERINE/THREONINE-PROTEIN KINASE PELLE	1.5e-195	652.5	131-133
OG0006600|DMEL|Drosophila_melanogaster_DME|NP_001286210.1	PTHR23231:SF17	GERM CELL-LESS HOMOLOG 1 (DROSOPHILA)	3.2e-196	653.3	1-506
OG0005312|DMEL|Drosophila_melanogaster_DME|NP_001163135.1	PTHR14418:SF5	CONDENSIN COMPLEX SUBUNIT 3	3.4e-255	850.2	36-1196
OG0003224|DMEL|Drosophila_melanogaster_DME|NP_001036355.1	PTHR46098:SF1	TRNA (CYTOSINE(38)-C(5))-METHYLTRANSFERASE	2.9e-115	385.7	2-344
OG0007965|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_033426-T1	PTHR34090	FAMILY NOT NAMED	3e-35	121.4	18-123
OG0000379|DMEL|Drosophila_melanogaster_DME|NP_001033821.1	PTHR10910:SF58	DOUBLE-STRANDED RNA-SPECIFIC EDITASE 1	7.1e-28	98.0	25-143
OG0002391|HSAP|Homo_sapiens_HSA|NP_001193886.1	PTHR22738:SF12	RAS ASSOCIATION DOMAIN-CONTAINING PROTEIN 1	5e-121	404.7	1-189
OG0000492|DMEL|Drosophila_melanogaster_DME|NP_001285094.1	PTHR45867:SF3	ACID PHOSPHATASE TYPE 7	1.4e-187	624.4	27-450
OG0005936|HSAP|Homo_sapiens_HSA|NP_940895.1	PTHR24180:SF14	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 45	4e-108	360.9	19-252
OG0011602|HSAP|Homo_sapiens_HSA|NP_001128530.1	PTHR24020:SF36	COCHLIN	0	1073.8	6-550
OG0000017|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_001171-T1	PTHR11616:SF236	TRANSPORTER	1.2e-204	681.7	143-107
OG0000924|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_001912-T1	PTHR12232:SF1	SH3 DOMAIN-BINDING GLUTAMIC ACID-RICH PROTEIN	1.9e-31	109.9	1-308
OG0005260|DMEL|Drosophila_melanogaster_DME|NP_523813.1	PTHR11761:SF8	60S RIBOSOMAL PROTEIN L23	3.1e-81	270.5	1-140
OG0003602|HSAP|Homo_sapiens_HSA|NP_001002261.1	PTHR14543	FAMILY NOT NAMED	4.8e-186	619.4	11-416
OG0009708|HSAP|Homo_sapiens_HSA|NP_001074260.1	PTHR31800	FAMILY NOT NAMED	1.4e-76	256.4	13-185
OG0007596|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_003368-T1	PTHR31919	FAMILY NOT NAMED	2e-60	205.2	1-326
OG0009667|HSAP|Homo_sapiens_HSA|NP_001191035.1	PTHR12044:SF9	BCL-2-LIKE PROTEIN 11	1.3e-53	182.3	1-108
OG0007812|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_004749-T1	PTHR32001	FAMILY NOT NAMED	6.6e-57	191.3	8-136
OG0010248|HSAP|Homo_sapiens_HSA|NP_001189332.1	PTHR24132:SF17	ANKYRIN REPEAT AND SOCS BOX PROTEIN 6	8.3e-58	196.9	4-388
OG0006298|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_002142-T1	PTHR16043	DALRD3 PROTEIN	9.9e-69	233.0	106-536
OG0001240|DMEL|Drosophila_melanogaster_DME|NP_001138195.1	PTHR45792	FAMILY NOT NAMED	3.2e-248	826.1	1-739
OG0000126|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_000239-T1	PTHR11267	T-BOX PROTEIN-RELATED	3.8e-10	40.1	37-226
OG0002012|HSAP|Homo_sapiens_HSA|NP_003349.1	PTHR12726	CERAMIDE GLUCOSYLTRANSFERASE	4.4e-162	540.1	12-393
OG0002100|DMEL|Drosophila_melanogaster_DME|NP_610500.2	PTHR46165	FAMILY NOT NAMED	4.4e-75	254.0	19-717
OG0000853|DMEL|Drosophila_melanogaster_DME|NP_001036618.1	PTHR10663:SF342	FI21420P1	0	1168.6	140-1177
OG0000256|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_005796-T1	PTHR10985:SF125	TRANSCRIPTION FACTOR HES-4	4.3e-18	66.3	18-93
OG0000881|DMEL|Drosophila_melanogaster_DME|NP_524597.1	PTHR11480	SAPOSIN-RELATED	1.1e-187	622.9	209-943
OG0003656|DMEL|Drosophila_melanogaster_DME|NP_001138024.2	PTHR21716:SF4	TRANSMEMBRANE PROTEIN 245	8.2e-165	550.4	28-799
OG0002074|HSAP|Homo_sapiens_HSA|NP_001251.1	PTHR24056:SF243	CYCLIN-DEPENDENT KINASE 8	0	1067.5	1-464
OG0002813|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_033352-T1	PTHR11516:SF24	PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA	1.3e-183	611.3	4-381
OG0000724|DMEL|Drosophila_melanogaster_DME|NP_001246470.1	PTHR19964:SF75	INACTIVATION-NO-AFTER-POTENTIAL D PROTEIN	0	1048.4	2-682
OG0006410|HSAP|Homo_sapiens_HSA|NP_057542.2	PTHR13387	FAMILY NOT NAMED	1.8e-89	301.5	17-361
OG0000850|DMEL|Drosophila_melanogaster_DME|NP_001097723.1	PTHR23065:SF15	AT02057P	0	1164.7	1-1195
OG0000345|HSAP|Homo_sapiens_HSA|NP_000624.2	PTHR11256:SF53	APOPTOSIS REGULATOR BCL-2	3.4e-139	462.6	1-239
OG0002393|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_034444-T1	PTHR13793:SF27	PROTEIN JADE-3	7e-23	81.1	2-433
OG0005301|HSAP|Homo_sapiens_HSA|NP_001332904.1	PTHR18934:SF100	ATP-DEPENDENT RNA HELICASE YTHDC2-RELATED	0	1151.0	3-1051
OG0000078|DMEL|Drosophila_melanogaster_DME|NP_001245996.1	PTHR11785:SF520	AMINO ACID TRANSPORTER PROTEIN JHI-21	2.7e-268	890.8	19-499
OG0000190|DMEL|Drosophila_melanogaster_DME|NP_001260876.1	PTHR19303:SF25	MAJOR CENTROMERE AUTOANTIGEN B	1.3e-23	83.8	10-195
OG0004947|HSAP|Homo_sapiens_HSA|NP_699167.2	PTHR20873	UNCHARACTERIZED	3.6e-102	342.3	13-328
OG0007415|HSAP|Homo_sapiens_HSA|NP_054797.2	PTHR11545:SF2	39S RIBOSOMAL PROTEIN L13, MITOCHONDRIAL	5.1e-51	172.6	7-148
OG0006483|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_010042-T1	PTHR11845	UNCHARACTERIZED	2.2e-77	260.3	4-190
OG0004069|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_002400-T1	PTHR42984:SF2	NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5, MITOCHONDRIAL	4e-110	367.5	49-322
OG0006437|DMEL|Drosophila_melanogaster_DME|NP_524867.2	PTHR12416:SF2	RRNA-PROCESSING PROTEIN FCF1 HOMOLOG	1.3e-93	312.5	1-198
OG0004994|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_028454-T1	PTHR23064:SF18	TROPONIN C, SLOW SKELETAL AND CARDIAC MUSCLES	2.2e-11	44.5	169-249
OG0000078|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_000138-T1	PTHR11785:SF503	AMINO ACID TRANSPORTER	8.5e-78	262.5	14-176
OG0012563|HSAP|Homo_sapiens_HSA|NP_001128525.1	PTHR11890:SF19	SINGLE IG IL-1-RELATED RECEPTOR	1.7e-240	798.4	1-410
OG0002745|HSAP|Homo_sapiens_HSA|NP_001008697.1	PTHR23329	TUFTELIN-INTERACTING PROTEIN 11-RELATED	0	1069.5	18-837
OG0000311|DMEL|Drosophila_melanogaster_DME|NP_001096862.1	PTHR21461:SF48	EG:BACR42I17.3 PROTEIN-RELATED	2.9e-255	848.4	5-538
OG0000947|HSAP|Homo_sapiens_HSA|NP_001018049.1	PTHR12247:SF62	SCM-LIKE WITH FOUR MBT DOMAINS PROTEIN 2	0	1762.1	2-894
OG0000029|DMEL|Drosophila_melanogaster_DME|NP_001014727.2	PTHR45793:SF5	HOMEOTIC PROTEIN OCELLILESS	1.1e-93	315.8	1-531
OG0001216|HSAP|Homo_sapiens_HSA|NP_003059.1	PTHR24388:SF42	ZINC FINGER PROTEIN SNAI2	3.3e-133	444.1	1-268
OG0004224|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_033636-T1	PTHR12937:SF0	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 28 HOMOLOG	1.3e-78	263.9	15-192
OG0001439|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_011453-T1	PTHR24419:SF33	SERINE/THREONINE-PROTEIN KINASE PELLE	6.9e-147	491.6	10-564
OG0008982|HSAP|Homo_sapiens_HSA|NP_060893.2	PTHR24418:SF269	TYROSINE-PROTEIN KINASE STYK1	2.2e-239	794.6	2-422
OG0000641|DMEL|Drosophila_melanogaster_DME|NP_001188674.1	PTHR11243:SF23	LD06925P	3e-238	793.4	40-1111
OG0003134|HSAP|Homo_sapiens_HSA|NP_037467.2	PTHR22572:SF104	MANNOSE-1-PHOSPHATE GUANYLTRANSFERASE ALPHA	8.9e-194	644.2	2-420
OG0006468|DMEL|Drosophila_melanogaster_DME|NP_573032.1	PTHR21220	UNCHARACTERIZED	7e-152	507.3	631-605
OG0000828|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_030053-T1	PTHR23119:SF41	PROTEIN SCRIBBLE HOMOLOG	0	1041.4	36-1193
OG0005333|DMEL|Drosophila_melanogaster_DME|NP_649850.1	PTHR11259:SF7	RAS-RELATED GTP-BINDING PROTEIN A	5.1e-173	575.1	1-297
OG0009001|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_004585-T1	PTHR22045	FAMILY NOT NAMED	5.5e-33	115.3	36-324
OG0000390|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_013050-T1	PTHR43788:SF11	SUBFAMILY NOT NAMED	1.8e-166	556.7	1004-885
OG0004953|DMEL|Drosophila_melanogaster_DME|NP_001260978.1	PTHR11202:SF3	SPROUTY-RELATED PROTEIN WITH EVH-1 DOMAIN, ISOFORM C	2.1e-166	555.3	1-404
OG0000221|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_004727-T1	PTHR19375:SF345	SUBFAMILY NOT NAMED	0	1039.4	12-648
OG0000641|HSAP|Homo_sapiens_HSA|NP_001001549.1	PTHR11243:SF4	GROWTH FACTOR RECEPTOR-BOUND PROTEIN 10	0	1154.4	1-548
OG0003472|DMEL|Drosophila_melanogaster_DME|NP_573166.1	PTHR24073:SF128	RAB-LIKE PROTEIN 3	2.9e-69	234.4	7-243
OG0002394|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_019586-T1	PTHR24068:SF174	SUBFAMILY NOT NAMED	4.7e-78	264.0	278-150
OG0000733|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_022966-T1	PTHR15735:SF12	CDC42-INTERACTING PROTEIN 4, ISOFORM B	3.9e-171	571.1	1-544
OG0000959|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_009591-T1	PTHR43171	FAMILY NOT NAMED	1e-119	401.2	16-674
OG0001716|DMEL|Drosophila_melanogaster_DME|NP_001260431.1	PTHR43888:SF10	DNAJ HOMOLOG SUBFAMILY A MEMBER 2	2.7e-134	448.4	2-388
OG0003958|HSAP|Homo_sapiens_HSA|NP_001340434.1	PTHR16055	UNCHARACTERIZED	7.9e-247	821.4	2-736
OG0000982|HSAP|Homo_sapiens_HSA|NP_001127958.1	PTHR10751:SF40	GUANYLATE-BINDING PROTEIN 5	0	1189.0	4-586
OG0005975|HSAP|Homo_sapiens_HSA|NP_001032360.1	PTHR14068	EUKARYOTIC TRANSLATION INITIATION FACTOR 3  EIF3 -RELATED	0	1232.1	142-809
OG0000040|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_002038-T1	PTHR14949:SF30	VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN	1e-55	189.3	492-1061
OG0004647|DMEL|Drosophila_melanogaster_DME|NP_476699.1	PTHR24070:SF186	K-RAS	2.5e-104	347.1	1-187
OG0002012|DMEL|Drosophila_melanogaster_DME|NP_611636.1	PTHR12726	CERAMIDE GLUCOSYLTRANSFERASE	8.7e-136	453.5	10-395
OG0000273|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_015802-T1	PTHR23169	ENVOPLAKIN	0	1558.1	1239-9658
OG0011741|DMEL|Drosophila_melanogaster_DME|NP_788422.1	PTHR23225:SF5	TRANSCRIPTION FACTOR GRAUZONE	1e-206	688.3	2-548
OG0002506|HSAP|Homo_sapiens_HSA|NP_001001349.1	PTHR46152:SF2	NF-KAPPA-B INHIBITOR-INTERACTING RAS-LIKE PROTEIN 2	6.9e-106	352.4	1-190
OG0000276|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_009733-T1	PTHR11771:SF42	SUBFAMILY NOT NAMED	1.3e-168	563.4	339-1254
OG0000947|DMEL|Drosophila_melanogaster_DME|NP_001137821.1	PTHR12247:SF104	POLYCOMB PROTEIN SFMBT	0	1136.1	329-1231
OG0000130|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_010427-T1	PTHR23507:SF1	GH08173P	8.3e-92	308.8	44-470
OG0004294|DMEL|Drosophila_melanogaster_DME|NP_610504.4	PTHR10188:SF6	N(4)-(BETA-N-ACETYLGLUCOSAMINYL)-L-ASPARAGINASE	2.1e-126	421.9	50-370
OG0000980|HSAP|Homo_sapiens_HSA|NP_001020376.1	PTHR10529:SF236	AP-2 COMPLEX SUBUNIT MU	1.1e-211	703.8	1-432
OG0000654|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_003250-T1	PTHR18945:SF489	NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-9	1.1e-34	120.4	18-138
OG0004647|HSAP|Homo_sapiens_HSA|NP_001123914.1	PTHR24070:SF385	GTPASE HRAS	7.7e-121	400.9	1-189
OG0004536|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_023299-T1	PTHR10584:SF230	RIBOKINASE	2.4e-99	333.1	1-252
OG0000506|HSAP|Homo_sapiens_HSA|NP_001007157.1	PTHR24416:SF66	NT-3 GROWTH FACTOR RECEPTOR	7.7e-271	901.1	70-531
OG0011966|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_028498-T1	PTHR46730	FAMILY NOT NAMED	3.7e-07	26.8	316-235
OG0008414|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_017295-T1	PTHR28650	FAMILY NOT NAMED	1.9e-37	129.4	31-238
OG0001395|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_033896-T1	PTHR12911:SF23	SUN DOMAIN-CONTAINING PROTEIN 1	3.3e-113	380.4	34-959
OG0000325|HSAP|Homo_sapiens_HSA|NP_001002294.1	PTHR23023:SF81	DIMETHYLANILINE MONOOXYGENASE [N-OXIDE-FORMING] 6-RELATED	0	1035.4	1-530
OG0002115|DMEL|Drosophila_melanogaster_DME|NP_001246877.1	PTHR11063:SF16	SUBFAMILY NOT NAMED	1.8e-219	730.9	48-757
OG0004699|HSAP|Homo_sapiens_HSA|NP_001138525.1	PTHR46788	FAMILY NOT NAMED	1.7e-292	973.9	18-806
OG0000256|DMEL|Drosophila_melanogaster_DME|NP_001014577.1	PTHR10985:SF77	GH26014P-RELATED	8.4e-60	203.7	27-337
OG0002967|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_022848-T1	PTHR21178	FAMILY NOT NAMED	2.4e-30	105.6	1-255
OG0001397|HSAP|Homo_sapiens_HSA|NP_003949.1	PTHR15067:SF4	E3 UBIQUITIN-PROTEIN LIGASE RNF8	1e-130	437.7	53-481
OG0008439|HSAP|Homo_sapiens_HSA|NP_001091740.1	PTHR12224:SF0	BETA-1,4-MANNOSYL-GLYCOPROTEIN 4-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE	4.1e-188	626.3	88-508
OG0001372|HSAP|Homo_sapiens_HSA|NP_000572.2	PTHR11592:SF41	GLUTATHIONE PEROXIDASE 1	7.9e-89	295.5	50-202
OG0000072|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_004205-T1	PTHR24320:SF171	SUBFAMILY NOT NAMED	1.5e-115	386.0	19-324
OG0009255|HSAP|Homo_sapiens_HSA|NP_001092925.1	PTHR43143:SF1	SERINE/THREONINE-PROTEIN PHOSPHATASE CPPED1	2.7e-56	191.5	4-162
OG0003646|DMEL|Drosophila_melanogaster_DME|NP_001260329.1	PTHR10256	SELENIDE, WATER DIKINASE	1.6e-122	409.3	2-368
OG0001546|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_002265-T1	PTHR22957:SF355	TBC (TRE-2/BUB2/CDC16) DOMAIN FAMILY	2.2e-203	678.9	14-568
OG0002074|DMEL|Drosophila_melanogaster_DME|NP_536735.2	PTHR24056:SF131	CYCLIN-DEPENDENT KINASE 19	3.3e-224	745.7	7-408
OG0001323|HSAP|Homo_sapiens_HSA|NP_001129505.1	PTHR47330	FAMILY NOT NAMED	4.6e-263	874.1	1-516
OG0000947|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_015435-T1	PTHR12247:SF104	POLYCOMB PROTEIN SFMBT	6.9e-222	739.3	127-644
OG0000669|HSAP|Homo_sapiens_HSA|NP_001186578.1	PTHR46221:SF5	PROTEIN TYROSINE KINASE 2AA	0	1407.5	26-1059
OG0012998|HSAP|Homo_sapiens_HSA|NP_064610.1	PTHR22437	WINGED HELIX DOMAIN-CONTAINING PROTEIN	0	1263.4	8-926
OG0001329|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_023253-T1	PTHR23147:SF92	SERINE-ARGININE PROTEIN 55	3.8e-111	372.0	130-95
OG0006672|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_025563-T1	PTHR14659	FAMILY NOT NAMED	5.7e-68	229.9	11-423
OG0003498|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_016529-T1	PTHR46901	FAMILY NOT NAMED	8.5e-133	445.0	13-421
OG0006468|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_019072-T1	PTHR21220	UNCHARACTERIZED	1.3e-128	430.6	3-451
OG0000109|DMEL|Drosophila_melanogaster_DME|NP_001096966.2	PTHR24372:SF65	FI21465P1-RELATED	4.4e-194	646.8	310-318
OG0001143|HSAP|Homo_sapiens_HSA|NP_001116105.1	PTHR11405:SF5	CAD PROTEIN	0	2023.2	57-1492
OG0001092|DMEL|Drosophila_melanogaster_DME|NP_001247273.1	PTHR11753:SF19	AP-1 COMPLEX SUBUNIT SIGMA-2	1.2e-87	291.9	2-146
OG0001323|DMEL|Drosophila_melanogaster_DME|NP_001163315.1	PTHR47330	FAMILY NOT NAMED	1.7e-217	723.7	1-545
OG0000400|DMEL|Drosophila_melanogaster_DME|NP_001260707.1	PTHR10615:SF105	D4, ISOFORM A	1.9e-117	394.1	27-496
OG0006941|DMEL|Drosophila_melanogaster_DME|NP_649758.1	PTHR10677:SF25	UBIQUITIN-LIKE PROTEIN 7	1.1e-81	275.6	2-414
OG0001584|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_035458-T1	PTHR12877:SF7	SUBFAMILY NOT NAMED	9.7e-223	743.3	563-1520
OG0001395|HSAP|Homo_sapiens_HSA|NP_001025190.1	PTHR12911:SF24	SUN DOMAIN-CONTAINING PROTEIN 3	5.2e-179	594.7	47-356
OG0008414|DMEL|Drosophila_melanogaster_DME|NP_001097221.1	PTHR28650	FAMILY NOT NAMED	1.9e-48	165.5	2-218
OG0002468|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_000169-T1	PTHR35420	FAMILY NOT NAMED	0.00019	21.9	211-238
OG0007736|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_003280-T2	PTHR20996	UNCHARACTERIZED	5.2e-50	169.8	4-123
OG0000017|DMEL|Drosophila_melanogaster_DME|NP_001014484.2	PTHR11616:SF258	TRANSPORTER	0	1162.6	21-618
OG0007560|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_011329-T1	PTHR31139:SF3	LIX1-LIKE PROTEIN	1.3e-160	534.7	10-304
OG0005303|HSAP|Homo_sapiens_HSA|NP_001008395.1	PTHR16140:SF1	EP300-INTERACTING INHIBITOR OF DIFFERENTIATION 3	1.4e-212	705.8	2-331
OG0005040|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_024402-T1	PTHR13007:SF19	PRE-MRNA-SPLICING FACTOR 18	3.6e-64	217.8	1-287
OG0000109|HSAP|Homo_sapiens_HSA|NP_001159530.1	PTHR24372:SF72	RELAXIN RECEPTOR 2	0	1360.1	23-729
OG0000683|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_040909-T1	PTHR10333:SF91	INHIBITOR OF GROWTH PROTEIN 3	7.5e-134	447.6	1-398
OG0000286|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_021961-T1	PTHR21301:SF7	SUBFAMILY NOT NAMED	4.9e-15	55.3	2-92
OG0000407|HSAP|Homo_sapiens_HSA|NP_001073948.2	PTHR13944	FAMILY NOT NAMED	0	1893.3	21-1730
OG0004683|DMEL|Drosophila_melanogaster_DME|NP_730600.1	PTHR11685:SF214	E3 UBIQUITIN-PROTEIN LIGASE PARKIN	3.6e-169	564.3	30-482
OG0002395|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_036046-T1	PTHR22957:SF296	SMALL G PROTEIN SIGNALING MODULATOR 3	1.7e-191	638.9	274-274
OG0000263|HSAP|Homo_sapiens_HSA|NP_000011.2	PTHR23255:SF66	SERINE/THREONINE-PROTEIN KINASE RECEPTOR R3	0	1017.9	1-500
OG0000367|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_029712-T1	PTHR10157:SF29	DOPAMINE BETA-HYDROXYLASE	6.2e-204	679.1	30-713
OG0000165|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_023563-T1	PTHR24208:SF128	LIM3, ISOFORM G	3.8e-55	188.7	2-105
OG0000440|HSAP|Homo_sapiens_HSA|NP_001294951.1	PTHR45734:SF2	TENSIN 2B	0	1052.1	1128-448
OG0002853|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_008422-T1	PTHR21669:SF25	YEMANUCLEIN	8.4e-126	422.1	14-1084
OG0001280|DMEL|Drosophila_melanogaster_DME|NP_001262384.1	PTHR24388:SF53	CHORION TRANSCRIPTION FACTOR CF2-RELATED	2.9e-49	168.9	5-324
OG0009736|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_040592-T1	PTHR33711	FAMILY NOT NAMED	1.1e-14	55.1	79-210
OG0001167|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_018936-T1	PTHR10218:SF212	GUANINE NUCLEOTIDE-BINDING PROTEIN G(S) SUBUNIT ALPHA ISOFORMS XLAS	3.6e-123	411.8	1-202
OG0000669|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_014722-T1	PTHR46221:SF5	PROTEIN TYROSINE KINASE 2AA	0	1146.1	3-1086
OG0005726|LLUY|Lamellibrachia_luymsi_proteins_LLU|FUN_004639-T1	PTHR10829:SF29	ADF ACTIN BINDING PROTEIN	8.4e-52	175.4	4-142
OG0001743|HSAP|Homo_sapiens_HSA|NP_001028729.1	PTHR13832:SF244	PROTEIN PHOSPHATASE 1B	2.1e-228	759.6	2-323
OG0000933|HSAP|Homo_sapiens_HSA|NP_001186211.2	PTHR13743	BEIGE/BEACH-RELATED	0	2022.9	50-2840
